city,country,temperature_celsius,feels_like_celsius,humidity_percent,weather_main,weather_description,timestamp_utc,wind_speed_mps,latitude,longitude,load_timestamp_utc
Jaipur,IN,25.62,26.27,78,Mist,mist,2025-09-11 20:29:46+00:00,4.12,26.9167,75.8167,2025-09-11 20:29:46
Pune,IN,23.56,24.4,93,Clouds,overcast clouds,2025-09-11 20:29:46+00:00,2.03,18.5196,73.8553,2025-09-11 20:29:46
Ghaziabad,IN,28.6,31.39,67,Clouds,broken clouds,2025-09-11 20:29:46+00:00,1.02,28.6667,77.4333,2025-09-11 20:29:46
Mumbai,IN,27.99,31.77,78,Haze,haze,2025-09-11 21:25:02+00:00,2.06,19.0144,72.8479,2025-09-11 21:25:27
Delhi,IN,26.05,26.05,83,Mist,mist,2025-09-11 21:25:27+00:00,2.06,28.6667,77.2167,2025-09-11 21:25:27
Bengaluru,IN,21.6,21.98,83,Clouds,broken clouds,2025-09-11 21:25:27+00:00,2.57,12.9762,77.6033,2025-09-11 21:25:27
Chennai,IN,28.5,34.55,86,Clouds,scattered clouds,2025-09-11 21:25:10+00:00,6.71,13.0878,80.2785,2025-09-11 21:25:27
Kolkata,IN,28.97,35.97,89,Haze,haze,2025-09-11 21:25:27+00:00,0.0,22.5697,88.3697,2025-09-11 21:25:27
Hyderabad,IN,23.73,24.61,94,Mist,mist,2025-09-11 21:25:12+00:00,4.12,17.3753,78.4744,2025-09-11 21:25:27
Jaipur,IN,25.62,26.27,78,Mist,mist,2025-09-11 21:25:27+00:00,3.6,26.9167,75.8167,2025-09-11 21:25:27
Pune,IN,23.56,24.37,92,Clouds,overcast clouds,2025-09-11 21:25:12+00:00,1.91,18.5196,73.8553,2025-09-11 21:25:27
Ghaziabad,IN,28.38,30.83,66,Clouds,scattered clouds,2025-09-11 21:25:27+00:00,1.52,28.6667,77.4333,2025-09-11 21:25:27
Mumbai,IN,27.99,31.19,74,Haze,haze,2025-09-11 22:30:40+00:00,2.06,19.0144,72.8479,2025-09-11 22:31:06
Delhi,IN,26.05,26.05,83,Mist,mist,2025-09-11 22:30:11+00:00,2.57,28.6667,77.2167,2025-09-11 22:31:06
Bengaluru,IN,21.03,21.43,86,Clouds,broken clouds,2025-09-11 22:30:23+00:00,2.57,12.9762,77.6033,2025-09-11 22:31:06
Chennai,IN,28.07,33.27,86,Mist,mist,2025-09-11 22:30:16+00:00,6.26,13.0878,80.2785,2025-09-11 22:31:06
Kolkata,IN,27.97,34.97,100,Haze,haze,2025-09-11 22:26:13+00:00,1.54,22.5697,88.3697,2025-09-11 22:31:06
Hyderabad,IN,23.73,24.61,94,Mist,mist,2025-09-11 22:27:23+00:00,5.14,17.3753,78.4744,2025-09-11 22:31:06
Jaipur,IN,25.62,26.27,78,Mist,mist,2025-09-11 22:30:05+00:00,3.6,26.9167,75.8167,2025-09-11 22:31:06
Pune,IN,23.56,24.32,90,Clouds,overcast clouds,2025-09-11 22:27:38+00:00,2.05,18.5196,73.8553,2025-09-11 22:31:06
Ghaziabad,IN,28.35,30.37,63,Clouds,scattered clouds,2025-09-11 22:31:06+00:00,1.16,28.6667,77.4333,2025-09-11 22:31:06
Mumbai,IN,27.99,31.77,78,Haze,haze,2025-09-11 23:27:01+00:00,1.54,19.0144,72.8479,2025-09-11 23:27:01
Delhi,IN,26.05,26.05,83,Mist,mist,2025-09-11 23:27:01+00:00,2.57,28.6667,77.2167,2025-09-11 23:27:01
Bengaluru,IN,20.89,21.31,87,Clouds,broken clouds,2025-09-11 23:27:01+00:00,3.09,12.9762,77.6033,2025-09-11 23:27:01
Chennai,IN,28.11,33.38,86,Mist,mist,2025-09-11 23:27:01+00:00,5.81,13.0878,80.2785,2025-09-11 23:27:01
Kolkata,IN,27.97,34.97,100,Haze,haze,2025-09-11 23:27:01+00:00,1.54,22.5697,88.3697,2025-09-11 23:27:01
Hyderabad,IN,23.73,24.61,94,Mist,mist,2025-09-11 23:27:01+00:00,5.14,17.3753,78.4744,2025-09-11 23:27:01
Jaipur,IN,25.62,26.27,78,Mist,mist,2025-09-11 23:27:01+00:00,3.6,26.9167,75.8167,2025-09-11 23:27:01
Pune,IN,23.56,24.35,91,Clouds,overcast clouds,2025-09-11 23:22:04+00:00,2.07,18.5196,73.8553,2025-09-11 23:27:01
Ghaziabad,IN,28.35,30.37,63,Clouds,scattered clouds,2025-09-11 23:27:01+00:00,1.16,28.6667,77.4333,2025-09-11 23:27:01
Mumbai,IN,25.99,25.99,83,Haze,haze,2025-09-12 02:56:45+00:00,1.54,19.0144,72.8479,2025-09-12 03:01:26
Delhi,IN,27.05,29.66,78,Mist,mist,2025-09-12 03:01:25+00:00,4.12,28.6667,77.2167,2025-09-12 03:01:26
Bengaluru,IN,21.7,22.12,84,Clouds,broken clouds,2025-09-12 02:58:27+00:00,3.6,12.9762,77.6033,2025-09-12 03:01:26
Chennai,IN,28.65,34.38,83,Mist,mist,2025-09-12 02:59:49+00:00,4.02,13.0878,80.2785,2025-09-12 03:01:26
Kolkata,IN,29.97,36.97,89,Haze,haze,2025-09-12 03:00:15+00:00,0.0,22.5697,88.3697,2025-09-12 03:01:26
Hyderabad,IN,24.23,25.01,88,Mist,mist,2025-09-12 02:57:16+00:00,4.12,17.3753,78.4744,2025-09-12 03:01:26
Jaipur,IN,25.62,26.14,73,Haze,haze,2025-09-12 03:00:04+00:00,4.12,26.9167,75.8167,2025-09-12 03:01:26
Pune,IN,24.11,24.77,84,Clouds,overcast clouds,2025-09-12 02:59:35+00:00,1.84,18.5196,73.8553,2025-09-12 03:01:26
Ghaziabad,IN,29.83,33.95,67,Clouds,scattered clouds,2025-09-12 03:01:26+00:00,3.15,28.6667,77.4333,2025-09-12 03:01:26
Mumbai,IN,27.99,31.77,78,Clouds,broken clouds,2025-09-12 04:33:43+00:00,1.54,19.0144,72.8479,2025-09-12 04:36:23
Delhi,IN,30.05,34.22,66,Haze,haze,2025-09-12 04:33:35+00:00,5.14,28.6667,77.2167,2025-09-12 04:36:23
Bengaluru,IN,25.25,25.74,73,Clouds,broken clouds,2025-09-12 04:36:00+00:00,3.09,12.9762,77.6033,2025-09-12 04:36:23
Chennai,IN,32.03,39.03,73,Mist,mist,2025-09-12 04:33:12+00:00,4.63,13.0878,80.2785,2025-09-12 04:36:23
Kolkata,IN,30.97,37.97,79,Haze,haze,2025-09-12 04:36:23+00:00,3.09,22.5697,88.3697,2025-09-12 04:36:23
Hyderabad,IN,25.23,26.11,88,Haze,haze,2025-09-12 04:35:21+00:00,5.14,17.3753,78.4744,2025-09-12 04:36:23
Jaipur,IN,27.62,29.84,69,Haze,haze,2025-09-12 04:36:23+00:00,5.14,26.9167,75.8167,2025-09-12 04:36:23
Pune,IN,25.78,26.55,82,Clouds,overcast clouds,2025-09-12 04:30:28+00:00,2.35,18.5196,73.8553,2025-09-12 04:36:23
Ghaziabad,IN,32.03,34.91,52,Clouds,scattered clouds,2025-09-12 04:36:23+00:00,3.66,28.6667,77.4333,2025-09-12 04:36:23
Mumbai,IN,26.99,30.6,89,Clouds,broken clouds,2025-09-12 05:28:22+00:00,2.57,19.0144,72.8479,2025-09-12 05:32:35
Delhi,IN,31.05,34.46,58,Haze,haze,2025-09-12 05:30:27+00:00,5.14,28.6667,77.2167,2025-09-12 05:32:35
Bengaluru,IN,26.57,26.57,68,Clouds,broken clouds,2025-09-12 05:32:27+00:00,2.57,12.9762,77.6033,2025-09-12 05:32:35
Chennai,IN,32.51,39.51,70,Clouds,scattered clouds,2025-09-12 05:30:17+00:00,5.14,13.0878,80.2785,2025-09-12 05:32:35
Kolkata,IN,31.97,38.97,74,Haze,haze,2025-09-12 05:30:14+00:00,3.09,22.5697,88.3697,2025-09-12 05:32:35
Hyderabad,IN,25.23,25.98,83,Haze,haze,2025-09-12 05:28:38+00:00,5.14,17.3753,78.4744,2025-09-12 05:32:35
Jaipur,IN,28.62,31.13,65,Haze,haze,2025-09-12 05:30:04+00:00,3.6,26.9167,75.8167,2025-09-12 05:32:35
Pune,IN,26.34,26.34,81,Clouds,overcast clouds,2025-09-12 05:26:08+00:00,2.35,18.5196,73.8553,2025-09-12 05:32:35
Ghaziabad,IN,32.07,34.74,51,Clouds,scattered clouds,2025-09-12 05:28:21+00:00,3.66,28.6667,77.4333,2025-09-12 05:32:35
Mumbai,IN,27.99,31.77,78,Haze,haze,2025-09-12 06:45:12+00:00,3.6,19.0144,72.8479,2025-09-12 06:47:27
Delhi,IN,32.05,36.59,58,Clouds,few clouds,2025-09-12 06:44:00+00:00,4.63,28.6667,77.2167,2025-09-12 06:47:27
Bengaluru,IN,26.52,26.52,68,Clouds,broken clouds,2025-09-12 06:47:26+00:00,3.09,12.9762,77.6033,2025-09-12 06:47:27
Chennai,IN,33.28,40.28,66,Clouds,scattered clouds,2025-09-12 06:47:07+00:00,4.12,13.0878,80.2785,2025-09-12 06:47:27
Kolkata,IN,31.97,38.97,70,Haze,haze,2025-09-12 06:47:26+00:00,4.12,22.5697,88.3697,2025-09-12 06:47:27
Hyderabad,IN,26.23,26.23,83,Haze,haze,2025-09-12 06:47:02+00:00,4.12,17.3753,78.4744,2025-09-12 06:47:27
Jaipur,IN,30.62,33.61,58,Haze,haze,2025-09-12 06:45:04+00:00,2.57,26.9167,75.8167,2025-09-12 06:47:27
Pune,IN,26.89,29.24,77,Clouds,overcast clouds,2025-09-12 06:46:46+00:00,3.82,18.5196,73.8553,2025-09-12 06:47:27
Ghaziabad,IN,33.07,35.86,48,Clear,clear sky,2025-09-12 06:47:27+00:00,3.83,28.6667,77.4333,2025-09-12 06:47:27
Mumbai,IN,28.99,34.5,79,Haze,haze,2025-09-12 07:23:09+00:00,4.12,19.0144,72.8479,2025-09-12 07:27:17
Delhi,IN,32.05,36.59,58,Clouds,few clouds,2025-09-12 07:27:17+00:00,5.14,28.6667,77.2167,2025-09-12 07:27:17
Bengaluru,IN,26.78,28.42,69,Clouds,broken clouds,2025-09-12 07:26:05+00:00,3.6,12.9762,77.6033,2025-09-12 07:27:17
Chennai,IN,33.56,40.56,67,Clouds,broken clouds,2025-09-12 07:24:55+00:00,3.13,13.0878,80.2785,2025-09-12 07:27:17
Kolkata,IN,31.97,38.97,70,Haze,haze,2025-09-12 07:25:04+00:00,5.66,22.5697,88.3697,2025-09-12 07:27:17
Hyderabad,IN,26.23,26.23,83,Haze,haze,2025-09-12 07:25:37+00:00,4.63,17.3753,78.4744,2025-09-12 07:27:17
Jaipur,IN,29.62,32.49,62,Haze,haze,2025-09-12 07:27:17+00:00,2.57,26.9167,75.8167,2025-09-12 07:27:17
Pune,IN,27.45,30.18,75,Clouds,overcast clouds,2025-09-12 07:25:12+00:00,3.82,18.5196,73.8553,2025-09-12 07:27:17
Ghaziabad,IN,33.04,36.66,51,Clear,clear sky,2025-09-12 07:27:17+00:00,3.83,28.6667,77.4333,2025-09-12 07:27:17
Mumbai,IN,28.99,33.47,74,Haze,haze,2025-09-12 08:40:00+00:00,5.14,19.0144,72.8479,2025-09-12 08:41:36
Delhi,IN,33.05,37.93,55,Clouds,scattered clouds,2025-09-12 08:40:30+00:00,4.12,28.6667,77.2167,2025-09-12 08:41:36
Bengaluru,IN,27.02,28.48,65,Clouds,broken clouds,2025-09-12 08:39:30+00:00,3.09,12.9762,77.6033,2025-09-12 08:41:36
Chennai,IN,34.41,41.41,66,Haze,haze,2025-09-12 08:38:32+00:00,2.57,13.0878,80.2785,2025-09-12 08:41:36
Kolkata,IN,31.97,38.97,70,Haze,haze,2025-09-12 08:38:05+00:00,4.63,22.5697,88.3697,2025-09-12 08:41:36
Hyderabad,IN,26.23,26.23,78,Haze,haze,2025-09-12 08:37:05+00:00,3.09,17.3753,78.4744,2025-09-12 08:41:36
Jaipur,IN,30.62,33.61,58,Haze,haze,2025-09-12 08:36:45+00:00,3.09,26.9167,75.8167,2025-09-12 08:41:36
Pune,IN,27.45,30.07,74,Clouds,overcast clouds,2025-09-12 08:39:38+00:00,4.37,18.5196,73.8553,2025-09-12 08:41:36
Ghaziabad,IN,35.33,39.53,45,Clear,clear sky,2025-09-12 08:41:36+00:00,4.28,28.6667,77.4333,2025-09-12 08:41:36
Mumbai,IN,28.99,33.47,74,Haze,haze,2025-09-12 09:27:01+00:00,4.12,19.0144,72.8479,2025-09-12 09:31:23
Delhi,IN,33.05,36.98,52,Clouds,scattered clouds,2025-09-12 09:31:22+00:00,4.12,28.6667,77.2167,2025-09-12 09:31:23
Bengaluru,IN,27.37,28.92,64,Clouds,broken clouds,2025-09-12 09:30:58+00:00,3.09,12.9762,77.6033,2025-09-12 09:31:23
Chennai,IN,33.39,40.39,68,Haze,haze,2025-09-12 09:30:17+00:00,2.57,13.0878,80.2785,2025-09-12 09:31:23
Kolkata,IN,30.97,37.97,74,Haze,haze,2025-09-12 09:30:04+00:00,4.12,22.5697,88.3697,2025-09-12 09:31:23
Hyderabad,IN,27.23,29.64,74,Haze,haze,2025-09-12 09:30:13+00:00,3.09,17.3753,78.4744,2025-09-12 09:31:23
Jaipur,IN,30.62,32.97,55,Haze,haze,2025-09-12 09:28:05+00:00,1.54,26.9167,75.8167,2025-09-12 09:31:23
Pune,IN,28.56,32.29,73,Clouds,overcast clouds,2025-09-12 09:31:23+00:00,4.2,18.5196,73.8553,2025-09-12 09:31:23
Ghaziabad,IN,33.83,36.2,44,Clear,clear sky,2025-09-12 09:31:23+00:00,4.54,28.6667,77.4333,2025-09-12 09:31:23
Mumbai,IN,28.99,33.47,74,Haze,haze,2025-09-12 10:36:43+00:00,4.12,19.0144,72.8479,2025-09-12 10:36:44
Delhi,IN,33.05,37.93,55,Clouds,scattered clouds,2025-09-12 10:36:43+00:00,4.12,28.6667,77.2167,2025-09-12 10:36:44
Bengaluru,IN,27.68,29.4,64,Clouds,scattered clouds,2025-09-12 10:36:43+00:00,3.09,12.9762,77.6033,2025-09-12 10:36:44
Chennai,IN,31.91,38.91,76,Haze,haze,2025-09-12 10:36:07+00:00,4.12,13.0878,80.2785,2025-09-12 10:36:44
Kolkata,IN,30.97,37.52,70,Haze,haze,2025-09-12 10:34:53+00:00,3.6,22.5697,88.3697,2025-09-12 10:36:44
Hyderabad,IN,27.23,30.05,78,Haze,haze,2025-09-12 10:33:00+00:00,3.09,17.3753,78.4744,2025-09-12 10:36:44
Jaipur,IN,31.62,33.9,51,Haze,haze,2025-09-12 10:36:44+00:00,1.54,26.9167,75.8167,2025-09-12 10:36:44
Pune,IN,28.0,31.07,73,Clouds,overcast clouds,2025-09-12 10:30:28+00:00,4.38,18.5196,73.8553,2025-09-12 10:36:44
Ghaziabad,IN,33.55,36.81,48,Clear,clear sky,2025-09-12 10:36:44+00:00,4.31,28.6667,77.4333,2025-09-12 10:36:44
Mumbai,IN,28.99,32.71,70,Haze,haze,2025-09-12 11:23:38+00:00,3.6,19.0144,72.8479,2025-09-12 11:24:39
Delhi,IN,33.05,37.93,55,Clouds,scattered clouds,2025-09-12 11:23:06+00:00,4.12,28.6667,77.2167,2025-09-12 11:24:39
Bengaluru,IN,27.31,28.83,64,Clouds,scattered clouds,2025-09-12 11:22:47+00:00,3.09,12.9762,77.6033,2025-09-12 11:24:39
Chennai,IN,31.66,38.66,77,Haze,haze,2025-09-12 11:22:31+00:00,3.6,13.0878,80.2785,2025-09-12 11:24:39
Kolkata,IN,30.97,37.52,70,Haze,haze,2025-09-12 11:23:32+00:00,3.09,22.5697,88.3697,2025-09-12 11:24:39
Hyderabad,IN,26.23,26.23,78,Haze,haze,2025-09-12 11:20:21+00:00,4.63,17.3753,78.4744,2025-09-12 11:24:39
Jaipur,IN,31.62,33.9,51,Haze,haze,2025-09-12 11:20:05+00:00,1.03,26.9167,75.8167,2025-09-12 11:24:39
Pune,IN,27.45,30.3,76,Clouds,overcast clouds,2025-09-12 11:20:13+00:00,4.38,18.5196,73.8553,2025-09-12 11:24:39
Ghaziabad,IN,33.55,37.42,50,Clear,clear sky,2025-09-12 11:24:39+00:00,4.31,28.6667,77.4333,2025-09-12 11:24:39
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-12 13:03:34+00:00,1.54,19.0144,72.8479,2025-09-12 13:05:53
Delhi,IN,32.05,35.74,55,Haze,haze,2025-09-12 13:02:12+00:00,3.6,28.6667,77.2167,2025-09-12 13:05:53
Bengaluru,IN,25.17,25.65,73,Clouds,scattered clouds,2025-09-12 12:54:38+00:00,2.06,12.9762,77.6033,2025-09-12 13:05:53
Chennai,IN,30.55,37.55,81,Mist,mist,2025-09-12 13:00:02+00:00,3.6,13.0878,80.2785,2025-09-12 13:05:53
Kolkata,IN,29.97,36.97,79,Haze,haze,2025-09-12 13:00:01+00:00,2.57,22.5697,88.3697,2025-09-12 13:05:53
Hyderabad,IN,25.23,25.98,83,Mist,mist,2025-09-12 13:04:59+00:00,3.09,17.3753,78.4744,2025-09-12 13:05:53
Jaipur,IN,30.62,32.97,55,Haze,haze,2025-09-12 13:05:53+00:00,3.6,26.9167,75.8167,2025-09-12 13:05:53
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-12 13:05:28+00:00,3.62,18.5196,73.8553,2025-09-12 13:05:53
Ghaziabad,IN,31.89,35.41,55,Clouds,scattered clouds,2025-09-12 13:05:53+00:00,2.99,28.6667,77.4333,2025-09-12 13:05:53
Mumbai,IN,27.99,31.77,78,Mist,mist,2025-09-12 14:33:01+00:00,2.57,19.0144,72.8479,2025-09-12 14:36:22
Delhi,IN,31.05,35.47,62,Haze,haze,2025-09-12 14:33:38+00:00,1.54,28.6667,77.2167,2025-09-12 14:36:22
Bengaluru,IN,24.02,24.49,77,Clouds,few clouds,2025-09-12 14:35:04+00:00,1.54,12.9762,77.6033,2025-09-12 14:36:22
Chennai,IN,29.98,36.98,83,Mist,mist,2025-09-12 14:33:59+00:00,3.58,13.0878,80.2785,2025-09-12 14:36:22
Kolkata,IN,29.97,36.97,79,Haze,haze,2025-09-12 14:30:04+00:00,3.09,22.5697,88.3697,2025-09-12 14:36:22
Hyderabad,IN,25.23,26.11,88,Mist,mist,2025-09-12 14:33:00+00:00,3.6,17.3753,78.4744,2025-09-12 14:36:22
Jaipur,IN,29.62,31.77,58,Haze,haze,2025-09-12 14:36:22+00:00,2.57,26.9167,75.8167,2025-09-12 14:36:22
Pune,IN,24.11,25.14,98,Clouds,overcast clouds,2025-09-12 14:33:43+00:00,2.76,18.5196,73.8553,2025-09-12 14:36:22
Ghaziabad,IN,30.69,34.43,61,Clouds,scattered clouds,2025-09-12 14:36:22+00:00,2.55,28.6667,77.4333,2025-09-12 14:36:22
Mumbai,IN,26.99,30.0,83,Mist,mist,2025-09-12 15:30:01+00:00,2.06,19.0144,72.8479,2025-09-12 15:30:25
Delhi,IN,30.05,34.22,66,Haze,haze,2025-09-12 15:30:09+00:00,1.54,28.6667,77.2167,2025-09-12 15:30:25
Bengaluru,IN,23.71,24.23,80,Clouds,few clouds,2025-09-12 15:27:32+00:00,1.54,12.9762,77.6033,2025-09-12 15:30:25
Chennai,IN,29.8,36.8,84,Mist,mist,2025-09-12 15:30:17+00:00,3.58,13.0878,80.2785,2025-09-12 15:30:25
Kolkata,IN,29.97,36.97,84,Haze,haze,2025-09-12 15:30:25+00:00,3.09,22.5697,88.3697,2025-09-12 15:30:25
Hyderabad,IN,25.23,25.98,83,Mist,mist,2025-09-12 15:30:00+00:00,4.12,17.3753,78.4744,2025-09-12 15:30:25
Jaipur,IN,28.62,30.54,61,Haze,haze,2025-09-12 15:28:07+00:00,2.06,26.9167,75.8167,2025-09-12 15:30:25
Pune,IN,24.11,25.11,97,Clouds,overcast clouds,2025-09-12 15:30:25+00:00,2.37,18.5196,73.8553,2025-09-12 15:30:25
Ghaziabad,IN,29.77,33.39,65,Clouds,scattered clouds,2025-09-12 15:30:25+00:00,2.29,28.6667,77.4333,2025-09-12 15:30:25
Mumbai,IN,27.99,31.77,78,Mist,mist,2025-09-12 16:38:47+00:00,2.06,19.0144,72.8479,2025-09-12 16:38:48
Delhi,IN,30.05,35.16,70,Haze,haze,2025-09-12 16:38:45+00:00,1.54,28.6667,77.2167,2025-09-12 16:38:48
Bengaluru,IN,23.0,23.52,83,Clouds,few clouds,2025-09-12 16:35:03+00:00,1.54,12.9762,77.6033,2025-09-12 16:38:48
Chennai,IN,29.59,36.59,85,Mist,mist,2025-09-12 16:38:45+00:00,3.13,13.0878,80.2785,2025-09-12 16:38:48
Kolkata,IN,28.97,35.55,84,Haze,haze,2025-09-12 16:38:48+00:00,3.09,22.5697,88.3697,2025-09-12 16:38:48
Hyderabad,IN,25.23,25.98,83,Mist,mist,2025-09-12 16:37:29+00:00,4.12,17.3753,78.4744,2025-09-12 16:38:48
Jaipur,IN,28.62,30.54,61,Haze,haze,2025-09-12 16:38:48+00:00,2.06,26.9167,75.8167,2025-09-12 16:38:48
Pune,IN,24.11,25.11,97,Clouds,overcast clouds,2025-09-12 16:38:48+00:00,2.27,18.5196,73.8553,2025-09-12 16:38:48
Ghaziabad,IN,29.12,32.61,68,Clouds,scattered clouds,2025-09-12 16:38:48+00:00,1.91,28.6667,77.4333,2025-09-12 16:38:48
Mumbai,IN,28.99,33.47,74,Mist,mist,2025-09-12 17:25:42+00:00,2.57,19.0144,72.8479,2025-09-12 17:29:35
Delhi,IN,29.05,33.62,74,Haze,haze,2025-09-12 17:26:50+00:00,1.54,28.6667,77.2167,2025-09-12 17:29:35
Bengaluru,IN,22.77,23.32,85,Clouds,few clouds,2025-09-12 17:21:01+00:00,1.54,12.9762,77.6033,2025-09-12 17:29:35
Chennai,IN,29.56,36.56,85,Mist,mist,2025-09-12 17:29:35+00:00,2.68,13.0878,80.2785,2025-09-12 17:29:35
Kolkata,IN,28.97,35.55,84,Haze,haze,2025-09-12 17:27:07+00:00,3.09,22.5697,88.3697,2025-09-12 17:29:35
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-12 17:26:13+00:00,4.12,17.3753,78.4744,2025-09-12 17:29:35
Jaipur,IN,28.62,30.54,61,Haze,haze,2025-09-12 17:29:35+00:00,2.57,26.9167,75.8167,2025-09-12 17:29:35
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-12 17:28:40+00:00,2.27,18.5196,73.8553,2025-09-12 17:29:35
Ghaziabad,IN,29.12,32.61,68,Clouds,scattered clouds,2025-09-12 17:29:35+00:00,1.91,28.6667,77.4333,2025-09-12 17:29:35
Mumbai,IN,27.99,31.77,78,Mist,mist,2025-09-12 18:40:00+00:00,1.54,19.0144,72.8479,2025-09-12 18:40:01
Delhi,IN,29.05,33.62,74,Haze,haze,2025-09-12 18:40:00+00:00,1.03,28.6667,77.2167,2025-09-12 18:40:01
Bengaluru,IN,22.12,22.61,85,Clouds,scattered clouds,2025-09-12 18:40:01+00:00,0.0,12.9762,77.6033,2025-09-12 18:40:01
Chennai,IN,29.35,36.35,86,Mist,mist,2025-09-12 18:40:01+00:00,3.13,13.0878,80.2785,2025-09-12 18:40:01
Kolkata,IN,28.97,35.97,89,Haze,haze,2025-09-12 18:38:13+00:00,2.06,22.5697,88.3697,2025-09-12 18:40:01
Hyderabad,IN,24.73,25.71,94,Mist,mist,2025-09-12 18:40:01+00:00,4.12,17.3753,78.4744,2025-09-12 18:40:01
Jaipur,IN,27.62,29.84,69,Haze,haze,2025-09-12 18:40:01+00:00,3.09,26.9167,75.8167,2025-09-12 18:40:01
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-12 18:30:42+00:00,1.93,18.5196,73.8553,2025-09-12 18:40:01
Ghaziabad,IN,28.69,31.89,69,Clouds,broken clouds,2025-09-12 18:40:01+00:00,0.64,28.6667,77.4333,2025-09-12 18:40:01
Mumbai,IN,26.99,30.0,83,Mist,mist,2025-09-12 19:22:21+00:00,0.0,19.0144,72.8479,2025-09-12 19:22:22
Delhi,IN,29.05,33.62,74,Haze,haze,2025-09-12 19:15:14+00:00,0.0,28.6667,77.2167,2025-09-12 19:22:22
Bengaluru,IN,21.94,22.41,85,Clouds,scattered clouds,2025-09-12 19:18:19+00:00,1.54,12.9762,77.6033,2025-09-12 19:22:22
Chennai,IN,29.21,36.21,87,Mist,mist,2025-09-12 19:20:00+00:00,3.13,13.0878,80.2785,2025-09-12 19:22:22
Kolkata,IN,27.97,34.36,94,Haze,haze,2025-09-12 19:20:23+00:00,3.09,22.5697,88.3697,2025-09-12 19:22:22
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-12 19:18:05+00:00,4.12,17.3753,78.4744,2025-09-12 19:22:22
Jaipur,IN,27.62,29.84,69,Haze,haze,2025-09-12 19:22:22+00:00,3.09,26.9167,75.8167,2025-09-12 19:22:22
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-12 19:16:29+00:00,1.93,18.5196,73.8553,2025-09-12 19:22:22
Ghaziabad,IN,28.86,32.07,68,Clouds,broken clouds,2025-09-12 19:22:22+00:00,0.64,28.6667,77.4333,2025-09-12 19:22:22
Mumbai,IN,26.99,30.0,83,Mist,mist,2025-09-12 20:31:15+00:00,2.06,19.0144,72.8479,2025-09-12 20:31:15
Delhi,IN,28.05,32.71,83,Mist,mist,2025-09-12 20:31:15+00:00,0.0,28.6667,77.2167,2025-09-12 20:31:15
Bengaluru,IN,22.2,22.72,86,Clouds,scattered clouds,2025-09-12 20:31:15+00:00,1.03,12.9762,77.6033,2025-09-12 20:31:15
Chennai,IN,29.04,36.04,87,Mist,mist,2025-09-12 20:30:18+00:00,3.13,13.0878,80.2785,2025-09-12 20:31:15
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-12 20:30:29+00:00,2.06,22.5697,88.3697,2025-09-12 20:31:15
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-12 20:30:00+00:00,3.6,17.3753,78.4744,2025-09-12 20:31:15
Jaipur,IN,26.62,26.62,74,Haze,haze,2025-09-12 20:27:40+00:00,3.09,26.9167,75.8167,2025-09-12 20:31:15
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-12 20:26:01+00:00,1.93,18.5196,73.8553,2025-09-12 20:31:15
Ghaziabad,IN,29.25,32.51,66,Clouds,overcast clouds,2025-09-12 20:31:15+00:00,0.57,28.6667,77.4333,2025-09-12 20:31:15
Mumbai,IN,26.99,30.0,83,Mist,mist,2025-09-12 21:25:08+00:00,0.0,19.0144,72.8479,2025-09-12 21:25:45
Delhi,IN,28.05,32.71,83,Mist,mist,2025-09-12 21:25:22+00:00,2.06,28.6667,77.2167,2025-09-12 21:25:45
Bengaluru,IN,21.97,22.52,88,Clouds,scattered clouds,2025-09-12 21:25:45+00:00,1.54,12.9762,77.6033,2025-09-12 21:25:45
Chennai,IN,28.79,35.79,89,Mist,mist,2025-09-12 21:25:45+00:00,2.68,13.0878,80.2785,2025-09-12 21:25:45
Kolkata,IN,27.97,34.36,94,Haze,haze,2025-09-12 21:25:45+00:00,2.06,22.5697,88.3697,2025-09-12 21:25:45
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-12 21:25:10+00:00,3.6,17.3753,78.4744,2025-09-12 21:25:45
Jaipur,IN,26.62,26.62,74,Mist,mist,2025-09-12 21:25:45+00:00,3.09,26.9167,75.8167,2025-09-12 21:25:45
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-12 21:21:40+00:00,1.7,18.5196,73.8553,2025-09-12 21:25:45
Ghaziabad,IN,29.25,32.51,66,Clouds,overcast clouds,2025-09-12 21:25:45+00:00,0.57,28.6667,77.4333,2025-09-12 21:25:45
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-12 22:30:57+00:00,1.54,19.0144,72.8479,2025-09-12 22:30:58
Delhi,IN,28.05,32.71,83,Mist,mist,2025-09-12 22:26:07+00:00,2.06,28.6667,77.2167,2025-09-12 22:30:58
